,dealer_card,dealer_value,dealer_bust,init_hand,hit,result,outcome,,Epoc Number,20,30,40,50,200
570,A,20,0,20,1,-1,0,,,,,,,
571,K,19,0,9,1,-1,0,,,,,,,
572,K,20,0,9,1,-1,0,,,,,,,
573,Q,20,0,14,0,-1,1,,,,,,,
574,7,17,0,14,0,-1,1,,,,,,,
575,Q,21,0,16,0,-1,1,,,,,,,
576,K,21,0,17,0,-1,1,,,,,,,
577,A,18,0,12,0,-1,1,,,,,,,
578,10,17,0,19,1,-1,0,,,,,,,
579,7,17,0,19,1,-1,0,,,,,,,
580,10,19,0,11,4,-1,0,,,,,,,
581,4,20,0,13,3,-1,0,,,,,,,
582,J,19,0,12,0,-1,1,,,,,,,
583,10,18,0,17,2,-1,0,,,,,,,
584,5,25,1,17,1,-1,0,,,,,,,
585,2,22,1,18,0,1,0,,,,,,,
586,2,18,0,19,3,-1,0,,,,,,,
587,6,17,0,8,2,-1,0,,,,,,,
588,4,23,1,18,1,-1,0,,,,,,,
589,6,25,1,20,1,-1,0,,,,,,,
590,7,17,0,9,2,-1,0,,,,,,,
591,2,22,1,8,2,-1,0,,,,,,,
592,7,18,0,15,1,1,1,,,,,,,
593,6,17,0,18,2,1,1,,,,,,,
594,6,26,1,20,1,-1,0,,,,,,,
595,7,24,1,13,2,-1,0,,,,,,,
596,Q,21,0,17,0,-1,1,,,,,,,
597,2,19,0,18,1,-1,0,,,,,,,
598,8,21,0,21,0,0,0,,,,,,,
599,2,26,1,15,1,1,1,,,,,,,
600,6,17,0,21,0,1,0,,,,,,,
601,4,17,0,20,1,-1,0,,,,,,,
602,J,19,0,10,3,-1,0,,,,,,,
603,K,18,0,11,2,-1,0,,,,,,,
604,8,17,0,16,2,1,1,,,,,,,
605,4,19,0,10,1,1,1,,,,,,,
606,7,25,1,20,1,-1,0,,,,,,,
607,7,21,0,11,1,0,1,,,,,,,
608,A,22,1,12,0,1,0,,,,,,,
609,9,18,0,18,1,-1,0,,,,,,,
610,J,22,1,12,0,1,0,,,,,,,
611,K,20,0,18,0,-1,1,,,,,,,
612,7,23,1,16,1,-1,0,,,,,,,
613,8,18,0,15,0,-1,1,,,,,,,
614,10,20,0,15,0,-1,1,,,,,,,
615,6,21,0,11,2,-1,0,,,,,,,
616,5,17,0,13,2,-1,0,,,,,,,
617,A,19,0,12,4,-1,0,,,,,,,
618,6,19,0,16,1,1,1,,,,,,,
619,J,17,0,21,0,1,0,,,,,,,
620,8,17,0,8,3,-1,0,,,,,,,
621,9,24,1,6,2,-1,0,,,,,,,
622,6,18,0,13,2,-1,0,,,,,,,
623,7,19,0,14,2,-1,0,,,,,,,
624,9,19,0,5,1,-1,0,,,,,,,
625,10,20,0,19,0,-1,1,,,,,,,
626,4,24,1,12,1,1,1,,,,,,,
627,J,18,0,17,1,-1,0,,,,,,,
628,6,21,0,19,1,-1,0,,,,,,,
629,2,18,0,20,0,1,0,,,,,,,
630,J,22,1,16,1,-1,0,,,,,,,
631,A,20,0,20,1,-1,0,,,,,,,
632,8,20,0,6,2,-1,0,,,,,,,
633,2,21,0,13,2,-1,0,,,,,,,
634,4,17,0,19,1,-1,0,,,,,,,
635,J,18,0,17,1,-1,0,,,,,,,
636,9,26,1,16,1,-1,0,,,,,,,
637,7,24,1,17,1,-1,0,,,,,,,
638,6,17,0,19,2,-1,0,,,,,,,
639,7,26,1,18,1,-1,0,,,,,,,
640,Q,24,1,20,1,-1,0,,,,,,,
641,9,20,0,10,2,-1,0,,,,,,,
642,Q,22,1,11,2,-1,0,,,,,,,
643,10,18,0,20,1,1,1,,,,,,,
644,9,19,0,15,0,-1,1,,,,,,,
645,3,21,0,15,1,-1,0,,,,,,,
646,10,18,0,20,1,-1,0,,,,,,,
647,5,17,0,8,1,-1,0,,,,,,,
648,7,21,0,19,2,-1,0,,,,,,,
649,8,19,0,20,1,-1,0,,,,,,,
650,3,26,1,13,4,-1,0,,,,,,,
651,7,18,0,15,3,-1,0,,,,,,,
652,2,26,1,14,1,1,1,,,,,,,
653,6,20,0,10,1,-1,0,,,,,,,
654,8,19,0,13,0,-1,1,,,,,,,
655,K,20,0,12,0,-1,1,,,,,,,
656,K,18,0,16,0,-1,1,,,,,,,
657,J,20,0,12,0,-1,1,,,,,,,
658,3,23,1,17,2,-1,0,,,,,,,
659,A,21,0,12,0,-1,1,,,,,,,
660,Q,17,0,15,0,-1,1,,,,,,,
661,A,21,0,9,0,-1,1,,,,,,,
662,6,25,1,11,1,1,1,,,,,,,
663,2,19,0,21,0,1,0,,,,,,,
664,9,19,0,16,0,-1,1,,,,,,,
665,J,24,1,8,1,1,1,,,,,,,
666,3,22,1,18,1,-1,0,,,,,,,
667,8,21,0,14,1,-1,0,,,,,,,
668,8,24,1,15,4,-1,0,,,,,,,
669,2,18,0,14,1,1,1,,,,,,,
670,J,22,1,19,1,-1,0,,,,,,,
671,6,21,0,17,2,-1,0,,,,,,,
672,3,18,0,12,1,-1,0,,,,,,,
673,K,20,0,20,1,-1,0,,,,,,,
674,K,23,1,17,1,1,1,,,,,,,
675,J,21,0,15,0,-1,1,,,,,,,
676,2,20,0,11,3,0,1,,,,,,,
677,3,20,0,6,4,-1,0,,,,,,,
678,6,22,1,12,0,1,0,,,,,,,
679,8,18,0,16,0,-1,1,,,,,,,
680,K,20,0,19,0,-1,1,,,,,,,
681,4,17,0,10,1,1,1,,,,,,,
682,2,20,0,14,2,-1,0,,,,,,,
683,4,21,0,13,2,0,1,,,,,,,
684,A,17,0,20,1,-1,0,,,,,,,
685,3,20,0,15,2,1,1,,,,,,,
686,A,20,0,15,2,-1,0,,,,,,,
687,9,19,0,17,0,-1,1,,,,,,,
688,9,21,0,7,3,-1,0,,,,,,,
689,8,17,0,12,2,-1,0,,,,,,,
690,9,24,1,16,1,-1,0,,,,,,,
691,2,19,0,8,2,-1,0,,,,,,,
692,Q,20,0,18,0,-1,1,,,,,,,
693,K,20,0,10,1,-1,0,,,,,,,
694,5,17,0,13,1,-1,0,,,,,,,
695,9,26,1,9,1,1,1,,,,,,,
696,8,18,0,15,0,-1,1,,,,,,,
697,2,17,0,21,0,1,0,,,,,,,
698,8,20,0,16,3,-1,0,,,,,,,
699,J,18,0,12,0,-1,1,,,,,,,
700,2,20,0,7,1,-1,0,,,,,,,
701,4,19,0,10,1,-1,0,,,,,,,
702,6,24,1,20,1,-1,0,,,,,,,
703,6,19,0,19,1,1,1,,,,,,,
704,7,17,0,12,0,-1,1,,,,,,,
705,7,20,0,20,1,1,1,,,,,,,
706,2,21,0,21,0,0,0,,,,,,,
707,7,19,0,12,1,-1,0,,,,,,,
708,J,21,0,9,0,-1,1,,,,,,,
709,K,21,0,8,0,-1,1,,,,,,,
710,5,18,0,21,0,1,0,,,,,,,
711,10,25,1,16,1,-1,0,,,,,,,
712,2,24,1,18,0,1,0,,,,,,,
713,K,19,0,6,1,-1,0,,,,,,,
714,2,20,0,13,1,1,1,,,,,,,
715,K,20,0,21,0,1,0,,,,,,,
716,7,17,0,21,0,1,0,,,,,,,
717,5,21,0,6,3,-1,0,,,,,,,
718,10,21,0,19,1,-1,0,,,,,,,
719,2,17,0,20,0,1,0,,,,,,,
720,5,23,1,15,1,1,1,,,,,,,
721,K,21,0,12,2,-1,0,,,,,,,
722,9,22,1,16,1,-1,0,,,,,,,
723,5,21,0,12,1,0,1,,,,,,,
724,A,19,0,19,1,-1,0,,,,,,,
725,7,18,0,20,1,-1,0,,,,,,,
726,9,18,0,19,1,-1,0,,,,,,,
727,Q,17,0,15,0,-1,1,,,,,,,
728,6,19,0,14,3,-1,0,,,,,,,
729,J,18,0,14,0,-1,1,,,,,,,
730,K,21,0,20,1,-1,0,,,,,,,
731,3,24,1,8,2,-1,0,,,,,,,
732,K,20,0,8,1,-1,0,,,,,,,
733,5,22,1,14,2,-1,0,,,,,,,
734,9,25,1,14,1,1,1,,,,,,,
735,10,17,0,15,2,-1,0,,,,,,,
736,10,18,0,12,0,-1,1,,,,,,,
737,3,17,0,13,3,-1,0,,,,,,,
738,K,20,0,19,0,-1,1,,,,,,,
739,10,19,0,20,1,-1,0,,,,,,,
740,2,24,1,18,0,1,0,,,,,,,
741,A,21,0,12,0,-1,1,,,,,,,
742,5,26,1,15,1,-1,0,,,,,,,
743,6,20,0,8,1,0,1,,,,,,,
744,6,25,1,20,1,-1,0,,,,,,,
745,K,21,0,12,0,-1,1,,,,,,,
746,K,17,0,19,1,-1,0,,,,,,,
747,A,21,0,9,0,-1,1,,,,,,,
748,6,22,1,13,1,-1,0,,,,,,,
749,9,17,0,20,1,-1,0,,,,,,,
750,10,20,0,16,0,-1,1,,,,,,,
751,A,18,0,11,1,-1,0,,,,,,,
752,2,21,0,9,2,-1,0,,,,,,,
753,J,20,0,14,0,-1,1,,,,,,,
754,7,26,1,13,0,1,0,,,,,,,
755,8,17,0,12,0,-1,1,,,,,,,
756,5,17,0,15,2,-1,0,,,,,,,
757,8,18,0,14,0,-1,1,,,,,,,
758,4,24,1,6,1,1,1,,,,,,,
759,7,17,0,8,3,-1,0,,,,,,,
760,2,22,1,16,1,1,1,,,,,,,
761,2,17,0,20,0,1,0,,,,,,,
762,5,18,0,11,3,-1,0,,,,,,,
763,6,20,0,16,1,1,1,,,,,,,
764,10,17,0,19,1,-1,0,,,,,,,
765,5,25,1,19,1,-1,0,,,,,,,
766,10,18,0,8,1,-1,0,,,,,,,
767,10,25,1,5,2,-1,0,,,,,,,
768,J,21,0,14,0,-1,1,,,,,,,
769,8,17,0,21,0,1,0,,,,,,,
770,5,19,0,15,1,-1,0,,,,,,,
771,8,18,0,20,1,-1,0,,,,,,,
772,6,23,1,13,2,-1,0,,,,,,,
773,6,23,1,14,2,1,1,,,,,,,
774,A,18,0,20,1,-1,0,,,,,,,
775,4,25,1,18,1,-1,0,,,,,,,
776,2,22,1,18,1,-1,0,,,,,,,
777,A,24,1,19,1,1,1,,,,,,,
778,5,24,1,14,1,-1,0,,,,,,,
779,Q,21,0,11,0,-1,1,,,,,,,
780,4,22,1,21,0,1,0,,,,,,,
781,6,21,0,21,0,0,0,,,,,,,
782,9,17,0,16,1,-1,0,,,,,,,
783,6,19,0,15,2,-1,0,,,,,,,
784,6,18,0,20,1,-1,0,,,,,,,
785,3,23,1,21,0,1,0,,,,,,,
786,A,22,1,21,0,1,0,,,,,,,
787,9,19,0,12,0,-1,1,,,,,,,
788,7,21,0,14,2,-1,0,,,,,,,
789,2,18,0,13,1,-1,0,,,,,,,
790,5,22,1,16,1,-1,0,,,,,,,
791,J,19,0,20,1,-1,0,,,,,,,
792,9,25,1,14,2,-1,0,,,,,,,
793,A,21,0,15,0,-1,1,,,,,,,
794,K,18,0,9,1,-1,0,,,,,,,
795,4,23,1,12,1,1,1,,,,,,,
796,8,18,0,12,0,-1,1,,,,,,,
797,A,18,0,6,1,-1,0,,,,,,,
798,J,20,0,9,1,-1,0,,,,,,,
799,7,20,0,17,1,-1,0,,,,,,,
800,Q,20,0,15,0,-1,1,,,,,,,
801,8,19,0,9,3,-1,0,,,,,,,
802,2,18,0,20,1,-1,0,,,,,,,
803,7,23,1,8,1,1,1,,,,,,,
804,3,20,0,16,1,-1,0,,,,,,,
805,Q,20,0,13,0,-1,1,,,,,,,
806,Q,23,1,20,1,-1,0,,,,,,,
807,5,23,1,19,1,-1,0,,,,,,,
808,Q,22,1,18,2,-1,0,,,,,,,
809,2,19,0,18,1,-1,0,,,,,,,
810,2,19,0,7,1,1,1,,,,,,,
811,A,21,0,14,0,-1,1,,,,,,,
812,4,20,0,13,1,-1,0,,,,,,,
813,4,18,0,17,1,-1,0,,,,,,,
814,J,19,0,20,1,-1,0,,,,,,,
815,8,17,0,14,0,-1,1,,,,,,,
816,8,26,1,12,0,1,0,,,,,,,
817,5,17,0,7,2,-1,0,,,,,,,
818,Q,20,0,20,1,-1,0,,,,,,,
819,K,20,0,9,3,-1,0,,,,,,,
820,K,26,1,21,0,1,0,,,,,,,
821,9,25,1,13,0,1,0,,,,,,,
822,8,23,1,18,2,-1,0,,,,,,,
823,3,20,0,19,1,-1,0,,,,,,,
824,7,18,0,14,0,-1,1,,,,,,,
825,A,21,0,10,0,-1,1,,,,,,,
826,4,25,1,10,3,-1,0,,,,,,,
827,4,23,1,19,1,-1,0,,,,,,,
828,8,17,0,13,0,-1,1,,,,,,,
829,10,18,0,19,1,-1,0,,,,,,,
830,J,20,0,11,1,-1,0,,,,,,,
831,6,23,1,10,2,-1,0,,,,,,,
832,10,18,0,10,2,-1,0,,,,,,,
833,7,24,1,21,0,1,0,,,,,,,
834,J,17,0,12,0,-1,1,,,,,,,
835,10,20,0,20,1,-1,0,,,,,,,
836,4,22,1,12,1,-1,0,,,,,,,
837,5,22,1,13,1,1,1,,,,,,,
838,3,19,0,19,1,1,1,,,,,,,
839,2,17,0,18,2,-1,0,,,,,,,
840,9,20,0,8,1,-1,0,,,,,,,
841,3,25,1,16,1,-1,0,,,,,,,
842,K,20,0,13,0,-1,1,,,,,,,
843,J,20,0,12,0,-1,1,,,,,,,
844,Q,19,0,13,0,-1,1,,,,,,,
845,J,22,1,20,1,-1,0,,,,,,,
846,Q,22,1,5,2,-1,0,,,,,,,
847,8,23,1,12,0,1,0,,,,,,,
848,10,19,0,10,2,-1,0,,,,,,,
849,3,19,0,13,1,-1,0,,,,,,,
850,7,21,0,18,2,-1,0,,,,,,,
851,6,20,0,8,1,-1,0,,,,,,,
852,7,23,1,16,2,-1,0,,,,,,,
853,7,18,0,17,1,-1,0,,,,,,,
854,6,18,0,19,2,-1,0,,,,,,,
855,Q,22,1,12,0,1,0,,,,,,,
856,7,17,0,7,2,-1,0,,,,,,,
857,2,17,0,13,1,-1,0,,,,,,,
858,A,18,0,20,1,-1,0,,,,,,,
859,10,17,0,17,1,-1,0,,,,,,,
860,9,17,0,8,3,-1,0,,,,,,,
861,3,24,1,16,3,-1,0,,,,,,,
862,J,20,0,14,1,1,1,,,,,,,
863,9,18,0,17,1,-1,0,,,,,,,
864,8,18,0,13,0,-1,1,,,,,,,
865,3,17,0,14,1,-1,0,,,,,,,
866,J,21,0,6,0,-1,1,,,,,,,
867,4,17,0,8,1,-1,0,,,,,,,
868,9,23,1,18,2,-1,0,,,,,,,
869,A,21,0,13,0,-1,1,,,,,,,
870,4,21,0,11,1,0,1,,,,,,,
871,3,26,1,13,2,-1,0,,,,,,,
872,8,25,1,19,1,-1,0,,,,,,,
873,4,24,1,15,1,-1,0,,,,,,,
874,K,20,0,13,0,-1,1,,,,,,,
875,8,23,1,4,3,-1,0,,,,,,,
876,K,24,1,10,1,1,1,,,,,,,
877,2,19,0,20,2,-1,0,,,,,,,
878,2,21,0,15,2,-1,0,,,,,,,
879,K,20,0,12,0,-1,1,,,,,,,
880,J,17,0,19,1,-1,0,,,,,,,
881,K,20,0,14,0,-1,1,,,,,,,
882,7,17,0,14,0,-1,1,,,,,,,
883,4,20,0,14,2,-1,0,,,,,,,
884,9,19,0,12,0,-1,1,,,,,,,
885,8,20,0,20,1,1,1,,,,,,,
886,3,23,1,12,1,-1,0,,,,,,,
887,6,20,0,9,3,-1,0,,,,,,,
888,K,17,0,19,1,-1,0,,,,,,,
889,2,17,0,10,3,-1,0,,,,,,,
890,4,20,0,16,1,1,1,,,,,,,
891,9,21,0,9,3,-1,0,,,,,,,
892,2,17,0,19,0,1,0,,,,,,,
893,3,18,0,10,2,-1,0,,,,,,,
894,J,26,1,16,1,-1,0,,,,,,,
895,5,21,0,5,2,-1,0,,,,,,,
896,A,21,0,5,0,-1,1,,,,,,,
897,2,18,0,7,2,-1,0,,,,,,,
898,6,26,1,14,0,1,0,,,,,,,
899,2,21,0,19,0,-1,1,,,,,,,
900,J,21,0,21,0,0,0,,,,,,,
901,3,17,0,14,1,-1,0,,,,,,,
902,10,20,0,11,1,-1,0,,,,,,,
903,A,21,0,19,0,-1,1,,,,,,,
904,2,24,1,12,1,1,1,,,,,,,
905,Q,20,0,6,1,-1,0,,,,,,,
906,10,20,0,11,1,-1,0,,,,,,,
907,K,20,0,15,2,-1,0,,,,,,,
908,Q,19,0,15,0,-1,1,,,,,,,
909,8,22,1,12,2,-1,0,,,,,,,
910,K,23,1,12,2,1,1,,,,,,,
911,A,17,0,6,3,-1,0,,,,,,,
912,Q,20,0,13,0,-1,1,,,,,,,
913,8,23,1,12,1,-1,0,,,,,,,
914,8,19,0,17,0,-1,1,,,,,,,
915,9,23,1,17,1,-1,0,,,,,,,
916,J,23,1,20,1,-1,0,,,,,,,
917,5,24,1,12,1,-1,0,,,,,,,
918,3,26,1,13,4,-1,0,,,,,,,
919,8,17,0,19,1,-1,0,,,,,,,
920,10,18,0,14,0,-1,1,,,,,,,
921,5,21,0,17,1,-1,0,,,,,,,
922,3,18,0,8,3,1,1,,,,,,,
923,2,20,0,12,2,-1,0,,,,,,,
924,K,18,0,20,1,-1,0,,,,,,,
925,6,22,1,14,1,-1,0,,,,,,,
926,8,20,0,20,1,-1,0,,,,,,,
927,4,18,0,11,1,1,1,,,,,,,
928,5,26,1,17,1,-1,0,,,,,,,
929,7,24,1,14,2,1,1,,,,,,,
930,Q,19,0,18,1,-1,0,,,,,,,
931,4,18,0,17,1,-1,0,,,,,,,
932,8,18,0,19,1,-1,0,,,,,,,
933,7,17,0,13,0,-1,1,,,,,,,
934,K,17,0,15,0,-1,1,,,,,,,
935,3,23,1,14,1,1,1,,,,,,,
936,7,17,0,14,0,-1,1,,,,,,,
937,6,17,0,14,0,-1,1,,,,,,,
938,3,22,1,11,1,1,1,,,,,,,
939,7,19,0,18,1,-1,0,,,,,,,
940,9,19,0,20,1,-1,0,,,,,,,
941,4,24,1,16,2,-1,0,,,,,,,
942,10,21,0,11,3,-1,0,,,,,,,
943,6,17,0,15,1,1,1,,,,,,,
944,4,17,0,15,2,-1,0,,,,,,,
945,5,18,0,19,1,-1,0,,,,,,,
946,6,26,1,13,0,1,0,,,,,,,
947,7,18,0,12,0,-1,1,,,,,,,
948,J,20,0,11,1,-1,0,,,,,,,
949,7,18,0,12,0,-1,1,,,,,,,
950,6,19,0,13,2,-1,0,,,,,,,
951,K,18,0,13,0,-1,1,,,,,,,
952,10,24,1,9,3,-1,0,,,,,,,
953,5,25,1,13,0,1,0,,,,,,,
954,4,19,0,11,2,-1,0,,,,,,,
955,A,18,0,4,2,-1,0,,,,,,,
956,8,20,0,12,1,-1,0,,,,,,,
957,4,19,0,13,1,-1,0,,,,,,,
958,K,18,0,12,0,-1,1,,,,,,,
959,2,20,0,12,2,-1,0,,,,,,,
960,Q,19,0,10,1,-1,0,,,,,,,
961,5,23,1,12,0,1,0,,,,,,,
962,4,17,0,15,1,0,1,,,,,,,
963,8,18,0,18,2,1,1,,,,,,,
964,8,17,0,12,3,1,1,,,,,,,
965,3,21,0,18,0,-1,1,,,,,,,
966,5,23,1,13,0,1,0,,,,,,,
967,2,22,1,9,1,1,1,,,,,,,
968,A,19,0,15,0,-1,1,,,,,,,
969,9,19,0,20,1,-1,0,,,,,,,
970,6,17,0,16,1,-1,0,,,,,,,
971,4,21,0,14,2,-1,0,,,,,,,
972,7,17,0,12,2,1,1,,,,,,,
973,J,24,1,15,4,-1,0,,,,,,,
974,8,18,0,17,3,1,1,,,,,,,
975,5,22,1,7,2,-1,0,,,,,,,
976,4,26,1,18,0,1,0,,,,,,,
977,2,17,0,8,1,1,1,,,,,,,
978,7,23,1,20,1,-1,0,,,,,,,
979,8,18,0,16,0,-1,1,,,,,,,
980,8,18,0,17,2,1,1,,,,,,,
981,J,25,1,18,1,-1,0,,,,,,,
982,4,20,0,7,3,-1,0,,,,,,,
983,Q,24,1,13,4,-1,0,,,,,,,
984,Q,20,0,13,0,-1,1,,,,,,,
985,K,20,0,14,0,-1,1,,,,,,,
986,7,21,0,10,2,-1,0,,,,,,,
987,2,22,1,10,2,-1,0,,,,,,,
988,10,18,0,18,2,-1,0,,,,,,,
989,10,18,0,13,0,-1,1,,,,,,,
990,3,24,1,7,2,-1,0,,,,,,,
991,J,20,0,10,2,1,1,,,,,,,
992,J,20,0,15,0,-1,1,,,,,,,
993,J,19,0,8,4,-1,0,,,,,,,
994,J,20,0,15,0,-1,1,,,,,,,
995,J,20,0,13,0,-1,1,,,,,,,
996,Q,21,0,17,0,-1,1,,,,,,,
997,8,18,0,13,0,-1,1,,,,,,,
998,Q,21,0,13,0,-1,1,,,,,,,
999,Q,25,1,20,1,-1,0,,,,,,,
1000,A,21,0,15,0,-1,1,,,,,,,
1001,3,20,0,12,0,-1,1,,,,,,,
1002,4,24,1,14,1,-1,0,,,,,,,
1003,2,21,0,8,1,-1,0,,,,,,,
1004,8,19,0,13,0,-1,1,,,,,,,
1005,7,17,0,10,2,-1,0,,,,,,,
1006,10,21,0,13,0,-1,1,,,,,,,
1007,J,18,0,20,1,-1,0,,,,,,,
1008,8,17,0,20,1,-1,0,,,,,,,
1009,2,26,1,16,2,-1,0,,,,,,,
1010,6,24,1,15,2,-1,0,,,,,,,
1011,8,25,1,14,3,-1,0,,,,,,,
1012,9,19,0,20,1,-1,0,,,,,,,
1013,3,24,1,14,1,1,1,,,,,,,
1014,J,18,0,8,2,-1,0,,,,,,,
1015,10,24,1,15,1,-1,0,,,,,,,
1016,7,26,1,18,1,-1,0,,,,,,,
1017,Q,22,1,20,1,-1,0,,,,,,,
1018,K,17,0,12,0,-1,1,,,,,,,
1019,8,17,0,13,0,-1,1,,,,,,,
1020,5,24,1,12,0,1,0,,,,,,,
1021,4,19,0,20,1,-1,0,,,,,,,
1022,7,17,0,20,1,-1,0,,,,,,,
1023,8,19,0,18,1,-1,0,,,,,,,
1024,10,17,0,16,1,1,1,,,,,,,
1025,10,20,0,14,1,-1,0,,,,,,,
1026,5,21,0,15,1,-1,0,,,,,,,
1027,2,17,0,19,2,-1,0,,,,,,,
1028,7,20,0,14,1,-1,0,,,,,,,
1029,9,26,1,14,0,1,0,,,,,,,
1030,K,25,1,13,0,1,0,,,,,,,
1031,Q,21,0,19,0,-1,1,,,,,,,
1032,4,22,1,19,1,-1,0,,,,,,,
1033,5,23,1,14,2,-1,0,,,,,,,
1034,A,20,0,6,1,-1,0,,,,,,,
1035,K,19,0,16,0,-1,1,,,,,,,
1036,8,19,0,17,2,-1,0,,,,,,,
1037,3,19,0,18,0,-1,1,,,,,,,
1038,8,19,0,13,0,-1,1,,,,,,,
1039,8,20,0,21,0,1,0,,,,,,,
1040,3,19,0,17,0,-1,1,,,,,,,
1041,J,20,0,11,1,-1,0,,,,,,,
1042,6,17,0,10,3,-1,0,,,,,,,
1043,7,17,0,14,0,-1,1,,,,,,,
1044,5,24,1,9,3,-1,0,,,,,,,
1045,2,18,0,16,3,-1,0,,,,,,,
1046,6,25,1,14,2,-1,0,,,,,,,
1047,A,20,0,13,3,-1,0,,,,,,,
1048,6,18,0,20,1,-1,0,,,,,,,
1049,Q,19,0,20,1,-1,0,,,,,,,
1050,6,18,0,13,1,-1,0,,,,,,,
1051,3,19,0,18,0,-1,1,,,,,,,
1052,10,23,1,11,2,-1,0,,,,,,,
1053,7,19,0,12,0,-1,1,,,,,,,
1054,9,19,0,8,1,-1,0,,,,,,,
1055,5,20,0,17,2,-1,0,,,,,,,
1056,10,17,0,12,1,-1,0,,,,,,,
1057,7,19,0,20,0,1,0,,,,,,,
1058,Q,20,0,15,0,-1,1,,,,,,,
1059,4,26,1,15,2,-1,0,,,,,,,
1060,A,21,0,21,0,0,0,,,,,,,
1061,4,20,0,14,2,-1,0,,,,,,,
1062,3,17,0,16,1,-1,0,,,,,,,
1063,6,19,0,11,2,-1,0,,,,,,,
1064,5,19,0,20,1,-1,0,,,,,,,
1065,6,19,0,20,1,-1,0,,,,,,,
1066,7,25,1,9,4,-1,0,,,,,,,
1067,6,24,1,20,1,-1,0,,,,,,,
1068,A,19,0,16,2,-1,0,,,,,,,
1069,5,22,1,9,2,-1,0,,,,,,,
1070,4,18,0,20,0,1,0,,,,,,,
1071,8,20,0,15,1,-1,0,,,,,,,
1072,10,21,0,12,0,-1,1,,,,,,,
1073,3,25,1,18,3,-1,0,,,,,,,
1074,10,19,0,15,0,-1,1,,,,,,,
1075,2,17,0,11,2,-1,0,,,,,,,
1076,9,18,0,20,2,-1,0,,,,,,,
1077,Q,19,0,10,2,-1,0,,,,,,,
1078,8,17,0,16,2,-1,0,,,,,,,
1079,10,22,1,21,0,1,0,,,,,,,
1080,5,17,0,12,1,1,1,,,,,,,
1081,2,20,0,8,4,-1,0,,,,,,,
1082,8,22,1,17,1,-1,0,,,,,,,
1083,7,26,1,16,2,-1,0,,,,,,,
1084,3,17,0,17,1,-1,0,,,,,,,
1085,K,19,0,12,0,-1,1,,,,,,,
1086,Q,19,0,16,0,-1,1,,,,,,,
1087,4,24,1,18,1,-1,0,,,,,,,
1088,A,21,0,20,0,-1,1,,,,,,,
1089,5,21,0,10,2,-1,0,,,,,,,
1090,6,19,0,10,2,-1,0,,,,,,,
1091,6,26,1,7,2,1,1,,,,,,,
1092,2,22,1,17,2,-1,0,,,,,,,
1093,9,22,1,20,1,-1,0,,,,,,,
1094,8,21,0,20,1,-1,0,,,,,,,
1095,K,20,0,12,0,-1,1,,,,,,,
1096,6,18,0,12,0,-1,1,,,,,,,
1097,J,25,1,7,3,1,1,,,,,,,
1098,K,19,0,14,0,-1,1,,,,,,,
1099,8,20,0,10,3,-1,0,,,,,,,
1100,10,20,0,12,0,-1,1,,,,,,,
1101,8,19,0,18,2,-1,0,,,,,,,
1102,5,25,1,8,3,-1,0,,,,,,,
1103,3,23,1,18,0,1,0,,,,,,,
1104,5,20,0,18,2,-1,0,,,,,,,
1105,3,22,1,8,2,1,1,,,,,,,
1106,9,19,0,5,1,-1,0,,,,,,,
1107,Q,20,0,19,0,-1,1,,,,,,,
1108,7,24,1,15,1,-1,0,,,,,,,
1109,8,20,0,18,1,1,1,,,,,,,
1110,Q,26,1,8,2,-1,0,,,,,,,
1111,5,19,0,10,2,1,1,,,,,,,
1112,5,20,0,9,2,1,1,,,,,,,
1113,3,21,0,7,2,-1,0,,,,,,,
1114,6,26,1,13,0,1,0,,,,,,,
1115,8,25,1,13,0,1,0,,,,,,,
1116,9,17,0,14,0,-1,1,,,,,,,
1117,10,25,1,18,1,-1,0,,,,,,,
1118,A,18,0,14,0,-1,1,,,,,,,
1119,K,25,1,16,1,-1,0,,,,,,,
1120,A,24,1,19,1,1,1,,,,,,,
1121,5,21,0,18,1,-1,0,,,,,,,
1122,5,18,0,12,3,-1,0,,,,,,,
1123,5,17,0,13,0,-1,1,,,,,,,
1124,Q,20,0,18,0,-1,1,,,,,,,
1125,2,19,0,10,2,-1,0,,,,,,,
1126,6,20,0,14,1,-1,0,,,,,,,
1127,3,18,0,14,1,-1,0,,,,,,,
1128,2,19,0,14,1,-1,0,,,,,,,
1129,J,20,0,16,0,-1,1,,,,,,,
1130,Q,23,1,19,1,-1,0,,,,,,,
1131,J,20,0,17,0,-1,1,,,,,,,
1132,7,17,0,9,4,-1,0,,,,,,,
1133,10,17,0,20,1,-1,0,,,,,,,
1134,A,19,0,21,0,1,0,,,,,,,
1135,Q,20,0,18,0,-1,1,,,,,,,
1136,8,18,0,17,1,-1,0,,,,,,,
1137,Q,21,0,9,0,-1,1,,,,,,,
1138,7,17,0,15,0,-1,1,,,,,,,
1139,J,19,0,10,2,-1,0,,,,,,,
1140,K,20,0,20,1,1,1,,,,,,,
1141,K,18,0,13,2,-1,0,,,,,,,
1142,3,22,1,12,1,1,1,,,,,,,
1143,10,17,0,17,1,-1,0,,,,,,,
1144,9,17,0,10,1,-1,0,,,,,,,
1145,Q,22,1,16,1,-1,0,,,,,,,
1146,2,21,0,8,2,-1,0,,,,,,,
1147,Q,22,1,11,1,1,1,,,,,,,
