,dealer_card,dealer_value,dealer_bust,init_hand,hit,result,outcome,#Change these outputs in the simulator to get to the correct data.
781,6,18,0,19,0,1,0,
782,6,25,1,18,0,1,0,
783,5,25,1,19,0,1,0,
784,K,18,0,14,0,-1,1,
785,5,19,0,12,0,-1,1,
786,8,17,0,18,0,1,0,
787,8,18,0,9,1,-1,0,
788,9,19,0,20,0,1,0,
789,Q,17,0,19,0,1,0,
790,3,23,1,15,0,1,0,
791,J,17,0,15,0,-1,1,
792,K,18,0,11,1,0,1,
793,7,18,0,10,1,1,1,
794,4,19,0,7,1,-1,0,
795,3,22,1,16,0,1,0,
796,9,25,1,7,1,1,1,
797,8,17,0,6,1,-1,0,
798,9,24,1,14,0,1,0,
799,K,18,0,18,0,0,0,
800,Q,21,0,17,0,-1,1,
801,A,17,0,20,0,1,0,
802,4,19,0,20,0,1,0,
803,A,21,0,12,0,-1,1,
804,A,26,1,20,0,1,0,
805,6,22,1,13,0,1,0,
806,5,21,0,17,0,-1,1,
807,6,17,0,15,0,-1,1,
808,A,18,0,14,0,-1,1,
809,2,21,0,20,0,-1,1,
810,2,22,1,20,0,1,0,
811,K,21,0,15,0,-1,1,
812,8,20,0,14,0,-1,1,
813,4,19,0,17,0,-1,1,
814,2,22,1,21,0,1,0,
815,10,20,0,9,1,-1,0,
816,7,17,0,10,1,1,1,
817,8,18,0,7,1,-1,0,
818,10,18,0,11,1,1,1,
819,10,23,1,15,0,1,0,
820,3,23,1,7,1,1,1,
821,5,22,1,11,1,1,1,
822,3,19,0,10,1,-1,0,
823,10,19,0,15,0,-1,1,
824,5,25,1,12,0,1,0,
825,2,18,0,15,0,-1,1,
826,K,23,1,17,0,1,0,
827,4,24,1,15,0,1,0,
828,Q,17,0,13,0,-1,1,
829,6,26,1,12,0,1,0,
830,K,22,1,16,0,1,0,
831,K,26,1,13,0,1,0,
832,J,20,0,19,0,-1,1,
833,10,21,0,12,0,-1,1,
834,Q,20,0,12,0,-1,1,
835,A,18,0,14,0,-1,1,
836,3,20,0,18,0,-1,1,
837,9,19,0,17,0,-1,1,
838,A,19,0,10,1,1,1,
839,7,20,0,20,0,0,0,
840,4,24,1,5,1,1,1,
841,9,20,0,14,0,-1,1,
842,Q,20,0,14,0,-1,1,
843,10,22,1,20,0,1,0,
844,3,17,0,20,0,1,0,
845,Q,24,1,5,1,1,1,
846,5,22,1,16,0,1,0,
847,K,19,0,20,0,1,0,
848,4,17,0,14,0,-1,1,
849,8,21,0,18,0,-1,1,
850,K,18,0,13,0,-1,1,
851,4,17,0,20,0,1,0,
852,6,26,1,18,0,1,0,
853,8,18,0,17,0,-1,1,
854,2,20,0,5,1,0,1,
855,10,20,0,15,0,-1,1,
856,A,19,0,13,0,-1,1,
857,8,25,1,20,0,1,0,
858,J,25,1,13,0,1,0,
859,J,20,0,19,0,-1,1,
860,8,25,1,7,1,1,1,
861,Q,21,0,20,0,-1,1,
862,5,20,0,17,0,-1,1,
863,K,20,0,11,1,1,1,
864,J,25,1,16,0,1,0,
865,9,19,0,14,0,-1,1,
866,Q,20,0,20,0,0,0,
867,3,21,0,12,0,-1,1,
868,8,18,0,9,1,1,1,
869,Q,17,0,10,1,0,1,
870,2,22,1,13,0,1,0,
871,J,22,1,9,1,1,1,
872,J,19,0,13,0,-1,1,
873,8,18,0,8,1,-1,0,
874,A,24,1,15,0,1,0,
875,6,17,0,14,0,-1,1,
876,7,17,0,15,0,-1,1,
877,5,17,0,12,0,-1,1,
878,8,19,0,12,0,-1,1,
879,10,25,1,16,0,1,0,
880,10,19,0,16,0,-1,1,
881,5,19,0,9,1,-1,0,
882,6,20,0,18,0,-1,1,
883,8,18,0,14,0,-1,1,
884,A,17,0,17,0,0,0,
885,8,17,0,10,1,1,1,
886,5,25,1,19,0,1,0,
887,5,19,0,18,0,-1,1,
888,5,26,1,21,0,1,0,
889,Q,17,0,20,0,1,0,
890,9,21,0,17,0,-1,1,
891,8,18,0,16,0,-1,1,
892,8,20,0,20,0,0,0,
893,4,23,1,11,1,1,1,
894,A,20,0,13,0,-1,1,
895,A,20,0,12,0,-1,1,
896,9,19,0,17,0,-1,1,
897,10,20,0,12,0,-1,1,
898,J,24,1,19,0,1,0,
899,6,19,0,12,0,-1,1,
900,2,20,0,20,0,0,0,
901,3,23,1,19,0,1,0,
902,K,20,0,19,0,-1,1,
903,Q,20,0,8,1,-1,0,
904,K,19,0,16,0,-1,1,
905,J,18,0,12,0,-1,1,
906,K,20,0,15,0,-1,1,
907,6,21,0,20,0,-1,1,
908,2,17,0,20,0,1,0,
909,A,21,0,17,0,-1,1,
910,2,21,0,9,1,-1,0,
911,K,19,0,14,0,-1,1,
912,7,20,0,21,0,1,0,
913,4,25,1,16,0,1,0,
914,2,20,0,18,0,-1,1,
915,4,20,0,18,0,-1,1,
916,5,25,1,19,0,1,0,
917,3,26,1,13,0,1,0,
918,A,18,0,13,0,-1,1,
919,J,20,0,5,1,-1,0,
920,3,23,1,14,0,1,0,
921,J,22,1,14,0,1,0,
922,3,20,0,13,0,-1,1,
923,5,24,1,13,0,1,0,
924,5,22,1,15,0,1,0,
925,7,17,0,12,0,-1,1,
926,10,20,0,19,0,-1,1,
927,3,21,0,16,0,-1,1,
928,Q,26,1,14,0,1,0,
929,4,21,0,18,0,-1,1,
930,2,23,1,18,0,1,0,
931,6,23,1,14,0,1,0,
932,6,18,0,14,0,-1,1,
933,9,18,0,16,0,-1,1,
934,6,17,0,19,0,1,0,
935,4,24,1,16,0,1,0,
936,2,18,0,13,0,-1,1,
937,2,17,0,16,0,-1,1,
938,K,22,1,21,0,1,0,
939,8,20,0,14,0,-1,1,
940,J,25,1,12,1,1,1,
941,8,21,0,15,0,-1,1,
942,4,19,0,4,1,1,1,
943,7,17,0,17,0,0,0,
944,3,20,0,19,0,-1,1,
945,6,18,0,20,0,1,0,
946,8,22,1,12,0,1,0,
947,4,25,1,18,0,1,0,
948,10,20,0,20,0,0,0,
949,7,23,1,16,0,1,0,
950,K,20,0,11,1,-1,0,
951,8,23,1,14,0,1,0,
952,9,26,1,8,1,1,1,
953,A,21,0,19,0,-1,1,
954,K,20,0,16,0,-1,1,
955,2,17,0,14,0,-1,1,
956,10,19,0,13,0,-1,1,
957,2,19,0,17,0,-1,1,
958,7,22,1,20,0,1,0,
959,6,25,1,6,1,1,1,
960,4,19,0,14,0,-1,1,
961,K,21,0,16,0,-1,1,
962,K,24,1,12,0,1,0,
963,7,17,0,13,0,-1,1,
964,3,18,0,12,0,-1,1,
965,4,21,0,20,0,-1,1,
966,7,23,1,20,0,1,0,
967,5,21,0,20,0,-1,1,
968,Q,19,0,13,0,-1,1,
969,8,18,0,12,0,-1,1,
970,A,19,0,18,0,-1,1,
971,2,20,0,11,1,-1,0,
972,A,21,0,19,0,-1,1,
973,5,19,0,21,0,1,0,
974,2,26,1,19,0,1,0,
975,2,23,1,13,0,1,0,
976,K,20,0,19,0,-1,1,
977,8,18,0,9,2,1,1,
978,K,20,0,18,0,-1,1,
979,3,21,0,16,0,-1,1,
980,10,21,0,15,0,-1,1,
981,3,19,0,4,1,0,1,
982,7,17,0,6,1,-1,0,
983,10,23,1,14,0,1,0,
984,7,18,0,20,0,1,0,
985,K,19,0,20,0,1,0,
986,9,19,0,16,0,-1,1,
987,5,21,0,15,0,-1,1,
988,A,21,0,16,0,-1,1,
989,6,19,0,20,0,1,0,
990,5,19,0,9,1,-1,0,
991,J,24,1,20,0,1,0,
992,A,19,0,9,1,0,1,
993,6,17,0,12,0,-1,1,
994,2,21,0,15,0,-1,1,
995,8,26,1,20,0,1,0,
996,3,21,0,6,1,-1,0,
997,Q,20,0,15,0,-1,1,
998,5,23,1,9,1,1,1,
999,6,18,0,19,0,1,0,
1000,10,20,0,17,0,-1,1,
1001,J,24,1,13,0,1,0,
1002,6,18,0,17,0,-1,1,
1003,3,26,1,19,0,1,0,
1004,5,19,0,10,1,1,1,
1005,3,17,0,15,0,-1,1,
1006,Q,20,0,10,1,-1,0,
1007,8,19,0,15,0,-1,1,
1008,K,18,0,15,0,-1,1,
1009,7,18,0,18,0,0,0,
1010,6,25,1,15,0,1,0,
1011,3,19,0,17,0,-1,1,
1012,8,17,0,12,0,-1,1,
1013,4,24,1,17,0,1,0,
1014,2,18,0,5,1,-1,0,
1015,A,17,0,9,1,1,1,
1016,9,19,0,18,0,-1,1,
1017,7,21,0,15,0,-1,1,
1018,4,25,1,13,0,1,0,
1019,7,21,0,11,1,-1,0,
1020,5,17,0,15,0,-1,1,
1021,2,18,0,15,0,-1,1,
1022,6,26,1,18,0,1,0,
1023,K,26,1,20,0,1,0,
1024,5,19,0,21,0,1,0,
1025,9,22,1,15,0,1,0,
1026,5,20,0,20,0,0,0,
1027,5,20,0,16,0,-1,1,
1028,J,20,0,13,0,-1,1,
1029,K,23,1,9,1,1,1,
1030,Q,20,0,14,0,-1,1,
1031,J,22,1,15,0,1,0,
1032,8,22,1,15,0,1,0,
1033,A,24,1,10,1,1,1,
1034,6,20,0,20,0,0,0,
1035,5,18,0,20,0,1,0,
1036,10,21,0,11,1,-1,0,
1037,Q,17,0,13,0,-1,1,
1038,J,21,0,10,1,-1,0,
1039,5,17,0,12,0,-1,1,
1040,Q,26,1,14,0,1,0,
1041,3,19,0,10,1,-1,0,
1042,J,20,0,14,0,-1,1,
1043,J,22,1,20,0,1,0,
1044,Q,17,0,12,0,-1,1,
1045,2,17,0,15,0,-1,1,
1046,J,19,0,16,0,-1,1,
1047,A,17,0,16,0,-1,1,
1048,9,22,1,15,0,1,0,
1049,6,23,1,13,0,1,0,
1050,9,20,0,7,1,-1,0,
1051,4,24,1,13,0,1,0,
1052,4,25,1,12,0,1,0,
1053,4,20,0,20,0,0,0,
1054,J,18,0,17,0,-1,1,
1055,9,23,1,17,0,1,0,
1056,Q,25,1,20,0,1,0,
1057,9,19,0,12,0,-1,1,
1058,7,21,0,18,0,-1,1,
1059,K,17,0,15,0,-1,1,
1060,3,24,1,15,0,1,0,
1061,8,19,0,14,0,-1,1,
1062,9,18,0,15,0,-1,1,
1063,Q,22,1,13,0,1,0,
1064,Q,26,1,9,1,1,1,
1065,4,17,0,4,1,1,1,
1066,4,26,1,16,0,1,0,
1067,J,19,0,6,1,-1,0,
1068,Q,21,0,9,1,-1,0,
1069,7,23,1,6,1,1,1,
1070,8,18,0,8,1,-1,0,
1071,10,22,1,20,0,1,0,
1072,7,25,1,13,0,1,0,
1073,K,18,0,14,0,-1,1,
1074,6,18,0,13,0,-1,1,
1075,A,17,0,15,0,-1,1,
1076,Q,19,0,19,0,0,0,
1077,10,20,0,13,0,-1,1,
1078,J,18,0,20,0,1,0,
1079,6,23,1,15,0,1,0,
1080,5,17,0,14,0,-1,1,
1081,7,19,0,16,0,-1,1,
1082,8,24,1,11,1,1,1,
1083,Q,20,0,11,1,-1,0,
1084,5,21,0,10,1,-1,0,
1085,J,20,0,11,1,-1,0,
1086,8,26,1,15,0,1,0,
1087,Q,24,1,17,0,1,0,
1088,8,19,0,20,0,1,0,
1089,5,22,1,18,0,1,0,
1090,9,18,0,9,1,-1,0,
1091,5,21,0,20,0,-1,1,
1092,4,18,0,8,1,1,1,
1093,9,22,1,7,1,1,1,
1094,8,24,1,6,1,1,1,
1095,K,20,0,20,0,0,0,
1096,8,22,1,14,0,1,0,
1097,10,19,0,14,0,-1,1,
1098,3,21,0,7,1,-1,0,
1099,A,18,0,12,0,-1,1,
1100,5,26,1,12,0,1,0,
1101,3,20,0,12,0,-1,1,
1102,7,17,0,15,0,-1,1,
1103,K,18,0,19,0,1,0,
1104,2,22,1,20,0,1,0,
1105,10,20,0,18,0,-1,1,
1106,K,20,0,5,1,-1,0,
1107,3,26,1,13,0,1,0,
1108,5,21,0,13,0,-1,1,
1109,7,24,1,9,1,1,1,
1110,6,22,1,20,0,1,0,
1111,3,19,0,15,0,-1,1,
1112,2,17,0,9,1,1,1,
1113,9,17,0,21,0,1,0,
1114,10,21,0,12,0,-1,1,
1115,4,20,0,13,0,-1,1,
1116,A,19,0,11,1,0,1,
1117,K,20,0,13,0,-1,1,
1118,2,18,0,13,0,-1,1,
1119,6,22,1,19,0,1,0,
1120,3,18,0,20,0,1,0,
1121,K,17,0,8,1,-1,0,
1122,Q,24,1,20,0,1,0,
1123,Q,20,0,20,0,0,0,
1124,5,24,1,20,0,1,0,
1125,Q,21,0,19,0,-1,1,
1126,J,18,0,13,0,-1,1,
1127,A,18,0,19,0,1,0,
1128,3,22,1,16,0,1,0,
1129,3,23,1,12,0,1,0,
1130,8,19,0,15,0,-1,1,
1131,5,17,0,14,0,-1,1,
1132,A,20,0,17,0,-1,1,
1133,5,26,1,9,1,1,1,
1134,J,20,0,9,1,-1,0,
1135,K,18,0,16,0,-1,1,
1136,A,21,0,19,0,-1,1,
1137,J,21,0,13,0,-1,1,
1138,5,26,1,12,0,1,0,
1139,2,20,0,16,0,-1,1,
1140,4,22,1,17,0,1,0,
1141,9,19,0,19,0,0,0,
1142,7,17,0,12,0,-1,1,
1143,K,20,0,6,1,-1,0,
1144,8,24,1,13,0,1,0,
1145,Q,25,1,21,0,1,0,
1146,8,18,0,9,1,1,1,
1147,3,22,1,14,0,1,0,
1148,10,19,0,15,0,-1,1,
1149,9,24,1,14,0,1,0,
1150,10,24,1,16,0,1,0,
1151,6,23,1,18,0,1,0,
1152,5,23,1,11,1,1,1,
1153,Q,23,1,13,0,1,0,
1154,9,25,1,15,0,1,0,
1155,9,19,0,17,0,-1,1,
1156,A,20,0,13,0,-1,1,
1157,6,17,0,9,1,1,1,
1158,8,18,0,12,0,-1,1,
1159,J,23,1,17,0,1,0,
1160,J,20,0,18,0,-1,1,
1161,K,20,0,9,1,-1,0,
1162,K,21,0,12,0,-1,1,
1163,9,21,0,13,0,-1,1,
1164,2,21,0,12,0,-1,1,
1165,4,22,1,14,0,1,0,
1166,4,19,0,18,0,-1,1,
1167,10,19,0,16,0,-1,1,
1168,6,25,1,5,1,1,1,
1169,8,18,0,9,1,1,1,
1170,9,18,0,19,0,1,0,
1171,2,25,1,13,0,1,0,
1172,8,22,1,12,0,1,0,
1173,7,23,1,11,1,1,1,
1174,K,23,1,11,1,1,1,
1175,6,18,0,16,0,-1,1,
1176,2,17,0,14,0,-1,1,
1177,J,19,0,12,0,-1,1,
1178,8,23,1,15,0,1,0,
1179,5,22,1,18,0,1,0,
1180,4,17,0,10,1,-1,0,
1181,8,22,1,19,0,1,0,
1182,5,25,1,14,0,1,0,
1183,J,17,0,12,0,-1,1,
1184,3,21,0,20,0,-1,1,
1185,7,23,1,18,0,1,0,
1186,6,18,0,13,0,-1,1,
1187,Q,20,0,7,1,-1,0,
1188,A,17,0,15,0,-1,1,
1189,10,18,0,16,0,-1,1,
1190,A,26,1,15,0,1,0,
1191,8,19,0,10,1,0,1,
1192,J,20,0,19,0,-1,1,
1193,10,19,0,11,1,-1,0,
1194,9,19,0,18,0,-1,1,
1195,A,20,0,17,0,-1,1,
1196,9,21,0,16,0,-1,1,
1197,2,19,0,13,0,-1,1,
1198,4,21,0,18,0,-1,1,
1199,8,26,1,13,0,1,0,
1200,K,20,0,17,0,-1,1,
1201,A,17,0,15,0,-1,1,
1202,J,26,1,14,0,1,0,
1203,Q,26,1,20,0,1,0,
1204,J,20,0,12,0,-1,1,
1205,8,21,0,19,0,-1,1,
1206,3,23,1,17,0,1,0,
1207,2,18,0,14,0,-1,1,
1208,8,25,1,17,0,1,0,
1209,3,23,1,15,0,1,0,
1210,J,17,0,6,1,0,1,
1211,5,17,0,13,0,-1,1,
1212,Q,17,0,18,0,1,0,
1213,10,20,0,15,0,-1,1,
1214,3,17,0,16,0,-1,1,
1215,6,22,1,9,1,1,1,
1216,2,18,0,12,0,-1,1,
1217,8,19,0,20,0,1,0,
1218,6,26,1,15,0,1,0,
1219,4,18,0,20,0,1,0,
1220,8,19,0,12,0,-1,1,
1221,9,22,1,5,1,1,1,
1222,3,17,0,12,0,-1,1,
1223,5,18,0,13,0,-1,1,
1224,8,17,0,12,0,-1,1,
1225,5,19,0,15,0,-1,1,
1226,3,22,1,18,0,1,0,
1227,3,26,1,12,0,1,0,
1228,K,25,1,20,0,1,0,
1229,7,17,0,15,0,-1,1,
1230,A,21,0,9,1,-1,0,
1231,9,17,0,14,0,-1,1,
1232,4,17,0,12,0,-1,1,
1233,9,18,0,11,1,-1,0,
1234,9,19,0,21,0,1,0,
1235,7,20,0,12,0,-1,1,
1236,K,18,0,18,0,0,0,
1237,8,24,1,18,0,1,0,
1238,8,17,0,20,0,1,0,
1239,6,22,1,15,0,1,0,
1240,2,19,0,11,1,0,1,
1241,3,17,0,20,0,1,0,
1242,5,25,1,9,1,1,1,
1243,6,19,0,18,0,-1,1,
1244,4,26,1,19,0,1,0,
1245,5,23,1,21,0,1,0,
1246,4,23,1,13,0,1,0,
1247,A,19,0,7,1,1,1,
1248,4,17,0,14,0,-1,1,
1249,7,18,0,17,0,-1,1,
1250,J,26,1,20,0,1,0,
1251,10,20,0,12,0,-1,1,
1252,9,17,0,13,0,-1,1,
1253,J,18,0,12,0,-1,1,
1254,K,20,0,15,0,-1,1,
1255,10,19,0,20,0,1,0,
1256,2,25,1,12,0,1,0,
1257,3,22,1,16,0,1,0,
1258,7,18,0,20,0,1,0,
1259,5,23,1,10,1,1,1,
1260,9,19,0,16,0,-1,1,
1261,4,17,0,17,0,0,0,
1262,3,18,0,14,0,-1,1,
1263,9,17,0,12,0,-1,1,
1264,7,20,0,13,0,-1,1,
1265,3,21,0,12,0,-1,1,
1266,2,24,1,14,0,1,0,
1267,K,18,0,13,0,-1,1,
1268,4,24,1,19,0,1,0,
1269,J,21,0,20,0,-1,1,
1270,4,19,0,12,0,-1,1,
1271,7,18,0,12,0,-1,1,
1272,A,18,0,17,0,-1,1,
1273,5,19,0,9,1,0,1,
1274,9,21,0,12,0,-1,1,
1275,J,20,0,19,0,-1,1,
1276,Q,20,0,9,1,-1,0,
1277,9,19,0,14,0,-1,1,
1278,10,21,0,11,0,-1,1,
1279,2,21,0,13,0,-1,1,
1280,5,19,0,14,0,-1,1,
1281,9,17,0,16,0,-1,1,
1282,J,18,0,20,0,1,0,
1283,8,18,0,20,0,1,0,
1284,Q,24,1,19,0,1,0,
1285,A,21,0,11,0,-1,1,
1286,10,23,1,15,1,-1,0,
1287,5,17,0,15,0,-1,1,
1288,8,22,1,9,1,1,1,
1289,K,21,0,13,0,-1,1,
1290,10,20,0,21,0,1,0,
1291,2,20,0,14,0,-1,1,
1292,5,20,0,17,0,-1,1,
1293,10,22,1,9,1,1,1,
1294,A,26,1,8,1,1,1,
1295,K,17,0,15,0,-1,1,
1296,2,23,1,20,0,1,0,
1297,2,18,0,18,0,0,0,
1298,6,26,1,8,1,1,1,
1299,9,17,0,7,1,0,1,
1300,8,17,0,20,0,1,0,
1301,7,20,0,17,0,-1,1,
1302,9,21,0,20,0,-1,1,
1303,2,20,0,15,0,-1,1,
1304,A,18,0,14,0,-1,1,
1305,J,18,0,18,0,0,0,
1306,A,18,0,15,0,-1,1,
1307,6,25,1,17,0,1,0,
1308,9,17,0,14,0,-1,1,
1309,10,20,0,9,1,-1,0,
1310,6,26,1,13,0,1,0,
1311,J,20,0,17,0,-1,1,
1312,10,21,0,12,0,-1,1,
1313,8,18,0,9,1,-1,0,
1314,J,24,1,20,0,1,0,
1315,6,24,1,12,0,1,0,
1316,K,22,1,9,1,1,1,
1317,J,18,0,17,0,-1,1,
1318,5,20,0,17,0,-1,1,
1319,3,24,1,14,0,1,0,
1320,3,19,0,12,0,-1,1,
1321,6,22,1,15,0,1,0,
1322,2,18,0,16,0,-1,1,
1323,7,17,0,20,0,1,0,
1324,K,19,0,9,1,-1,0,
1325,6,17,0,15,0,-1,1,
1326,J,23,1,17,0,1,0,
1327,10,17,0,11,1,1,1,
1328,4,20,0,10,1,-1,0,
1329,J,17,0,16,0,-1,1,
1330,2,18,0,13,0,-1,1,
1331,Q,22,1,10,1,1,1,
1332,K,17,0,8,1,-1,0,
1333,Q,18,0,12,0,-1,1,
1334,6,20,0,9,1,-1,0,
1335,4,20,0,17,0,-1,1,
1336,A,21,0,21,0,0,0,
1337,10,21,0,20,0,-1,1,
1338,10,20,0,10,1,-1,0,
1339,7,18,0,19,0,1,0,
1340,5,17,0,14,0,-1,1,
1341,A,19,0,14,0,-1,1,
1342,5,17,0,13,0,-1,1,
1343,J,17,0,7,1,0,1,
1344,2,20,0,16,0,-1,1,
1345,A,17,0,21,0,1,0,
1346,8,22,1,11,1,1,1,
1347,4,23,1,20,0,1,0,
1348,8,25,1,13,0,1,0,
1349,J,19,0,14,0,-1,1,
1350,A,19,0,17,0,-1,1,
1351,9,17,0,11,1,1,1,
1352,8,17,0,14,0,-1,1,
1353,3,22,1,13,0,1,0,
1354,4,18,0,14,0,-1,1,
1355,5,19,0,12,0,-1,1,
1356,10,22,1,8,1,1,1,
1357,8,18,0,15,0,-1,1,
1358,3,24,1,14,0,1,0,
1359,6,19,0,11,1,-1,0,
1360,7,20,0,19,0,-1,1,
1361,J,21,0,12,0,-1,1,
1362,J,18,0,4,1,1,1,
1363,J,21,0,14,0,-1,1,
1364,8,18,0,12,0,-1,1,
1365,5,23,1,16,0,1,0,
1366,K,20,0,17,0,-1,1,
1367,5,17,0,12,0,-1,1,
1368,7,26,1,20,0,1,0,
1369,Q,25,1,6,1,1,1,
1370,5,22,1,10,1,1,1,
1371,10,20,0,16,0,-1,1,
1372,5,17,0,13,0,-1,1,
1373,10,17,0,16,0,-1,1,
1374,Q,20,0,19,0,-1,1,
1375,4,24,1,5,1,1,1,
1376,K,19,0,13,0,-1,1,
1377,2,18,0,20,0,1,0,
1378,2,20,0,13,0,-1,1,
1379,9,22,1,10,1,1,1,
1380,8,18,0,20,0,1,0,
1381,2,18,0,18,0,0,0,
1382,8,18,0,21,0,1,0,
1383,J,20,0,20,0,0,0,
1384,3,17,0,13,0,-1,1,
1385,2,17,0,18,0,1,0,
1386,10,20,0,8,1,-1,0,
1387,7,17,0,15,0,-1,1,
1388,10,18,0,18,0,0,0,
1389,10,20,0,12,0,-1,1,
1390,6,17,0,15,0,-1,1,
1391,9,17,0,13,0,-1,1,
1392,5,18,0,19,0,1,0,
1393,6,19,0,15,0,-1,1,
1394,J,17,0,18,0,1,0,
1395,2,17,0,20,0,1,0,
1396,9,19,0,20,0,1,0,
1397,A,21,0,15,0,-1,1,
1398,Q,21,0,13,0,-1,1,
1399,7,22,1,20,0,1,0,
1400,6,21,0,13,0,-1,1,
1401,5,22,1,13,0,1,0,
1402,J,20,0,14,0,-1,1,
1403,10,24,1,10,1,1,1,
1404,4,22,1,17,0,1,0,
1405,Q,20,0,14,0,-1,1,
1406,Q,20,0,21,0,1,0,
1407,3,18,0,19,0,1,0,
1408,A,21,0,18,0,-1,1,
1409,4,17,0,21,0,1,0,
1410,Q,18,0,16,0,-1,1,
1411,Q,18,0,20,0,1,0,
1412,9,20,0,11,1,-1,0,
1413,2,18,0,19,0,1,0,
1414,8,22,1,20,0,1,0,
1415,5,22,1,17,0,1,0,
1416,8,19,0,20,0,1,0,
1417,2,17,0,15,0,-1,1,
1418,J,26,1,20,0,1,0,
1419,7,17,0,9,1,-1,0,
1420,Q,22,1,21,0,1,0,
1421,10,21,0,13,0,-1,1,
1422,10,20,0,7,1,-1,0,
1423,9,17,0,14,0,-1,1,
1424,2,20,0,17,0,-1,1,
1425,A,20,0,21,0,1,0,
1426,Q,19,0,13,0,-1,1,
1427,8,19,0,15,0,-1,1,
1428,2,19,0,14,0,-1,1,
1429,6,23,1,10,1,1,1,
1430,2,26,1,11,1,1,1,
1431,5,25,1,13,0,1,0,
1432,Q,22,1,12,0,1,0,
1433,7,25,1,15,0,1,0,
1434,K,20,0,17,0,-1,1,
1435,Q,20,0,12,0,-1,1,
1436,Q,17,0,17,0,0,0,
1437,Q,24,1,12,0,1,0,
1438,10,20,0,15,0,-1,1,
1439,2,22,1,14,0,1,0,
1440,A,21,0,13,0,-1,1,
1441,5,19,0,17,0,-1,1,
1442,10,19,0,17,0,-1,1,
1443,3,20,0,14,0,-1,1,
1444,8,17,0,9,1,1,1,
1445,6,17,0,14,0,-1,1,
1446,5,24,1,15,0,1,0,
1447,7,17,0,8,1,-1,0,
1448,5,22,1,14,0,1,0,
1449,4,18,0,9,1,1,1,
1450,3,20,0,14,0,-1,1,
1451,K,22,1,11,1,1,1,
1452,7,17,0,15,0,-1,1,
1453,6,22,1,12,0,1,0,
1454,A,22,1,18,0,1,0,
1455,10,25,1,14,0,1,0,
1456,A,19,0,9,1,1,1,
1457,A,18,0,16,0,-1,1,
1458,10,17,0,10,1,-1,0,
1459,4,18,0,21,0,1,0,
1460,10,21,0,18,0,-1,1,
1461,J,20,0,12,0,-1,1,
1462,10,21,0,12,0,-1,1,
1463,2,22,1,16,0,1,0,
1464,2,18,0,16,0,-1,1,
1465,4,17,0,17,0,0,0,
1466,6,26,1,12,0,1,0,
1467,7,17,0,19,0,1,0,
1468,6,21,0,9,1,-1,0,
1469,4,18,0,15,0,-1,1,
1470,8,20,0,19,0,-1,1,
1471,3,21,0,17,0,-1,1,
1472,5,21,0,13,0,-1,1,
1473,Q,22,1,13,0,1,0,
1474,8,18,0,16,0,-1,1,
1475,2,20,0,14,0,-1,1,
1476,10,21,0,9,0,-1,1,
1477,Q,20,0,16,0,-1,1,
1478,7,17,0,16,0,-1,1,
1479,9,23,1,8,1,1,1,
1480,J,19,0,13,0,-1,1,
1481,J,17,0,9,1,-1,0,
1482,10,20,0,14,0,-1,1,
1483,7,24,1,13,0,1,0,
1484,K,20,0,15,0,-1,1,
1485,Q,19,0,21,0,1,0,
1486,4,19,0,19,0,0,0,
1487,8,18,0,14,0,-1,1,
1488,4,18,0,15,0,-1,1,
1489,K,20,0,11,1,-1,0,
1490,4,20,0,20,0,0,0,
1491,K,26,1,16,0,1,0,
1492,10,20,0,14,0,-1,1,
1493,3,20,0,12,0,-1,1,
1494,8,23,1,14,0,1,0,
1495,10,17,0,14,0,-1,1,
1496,A,17,0,15,0,-1,1,
1497,3,23,1,13,0,1,0,
1498,Q,21,0,13,0,-1,1,
1499,9,22,1,9,1,1,1,
1500,6,26,1,8,1,1,1,
1501,5,21,0,18,0,-1,1,
1502,J,19,0,17,0,-1,1,
1503,A,20,0,12,0,-1,1,
1504,K,20,0,14,0,-1,1,
1505,J,19,0,15,0,-1,1,
1506,3,21,0,17,0,-1,1,
1507,3,20,0,13,0,-1,1,
1508,8,25,1,17,0,1,0,
1509,9,19,0,11,1,1,1,
1510,A,21,0,11,0,-1,1,
1511,J,22,1,18,0,1,0,
1512,K,18,0,11,1,1,1,
1513,J,19,0,12,0,-1,1,
1514,4,22,1,12,0,1,0,
1515,9,19,0,12,0,-1,1,
1516,6,21,0,20,0,-1,1,
1517,J,20,0,16,0,-1,1,
1518,5,22,1,12,0,1,0,
1519,K,19,0,12,0,-1,1,
1520,2,23,1,11,1,1,1,
1521,A,18,0,19,0,1,0,
1522,10,18,0,18,0,0,0,
1523,2,18,0,15,0,-1,1,
1524,10,20,0,16,0,-1,1,
1525,Q,19,0,11,1,-1,0,
1526,4,19,0,14,0,-1,1,
1527,9,17,0,14,0,-1,1,
1528,9,19,0,16,0,-1,1,
1529,10,21,0,15,0,-1,1,
1530,2,24,1,15,0,1,0,
1531,2,24,1,15,0,1,0,
1532,8,17,0,12,0,-1,1,
1533,10,19,0,19,0,0,0,
1534,10,20,0,20,0,0,0,
1535,10,20,0,9,1,-1,0,
1536,2,25,1,20,0,1,0,
1537,2,23,1,12,0,1,0,
1538,J,17,0,20,0,1,0,
1539,A,21,0,15,0,-1,1,
1540,4,24,1,15,0,1,0,
1541,A,19,0,19,0,0,0,
