,dealer_card,dealer_estimated_value,dealer_bust,init_hand,hit,result,outcome
2894,8,17,0,16,2,1.0,1
2895,6,7,0,13,2,1.0,1
2896,9,11,1,19,0,1.0,0
2897,J,15,0,12,1,-1.0,0
2898,J,10,0,15,0,-1.0,1
2899,10,7,0,8,1,-1.0,0
2900,2,6,0,9,2,-1.0,0
2901,10,14,0,10,2,-1.0,0
2902,Q,5,1,19,0,1.0,0
2903,J,22,0,12,1,-1.0,0
2904,7,12,0,15,1,-1.0,0
2905,4,6,0,11,3,-1.0,0
2906,2,13,0,20,0,-1.0,1
2907,J,18,0,14,2,-1.0,0
2908,J,11,0,10,3,1.0,1
2909,6,9,0,19,0,-1.0,1
2910,K,9,1,15,0,1.0,0
2911,3,8,0,14,1,1.0,1
2912,4,6,0,6,2,-1.0,0
2913,7,12,0,14,2,-1.0,0
2914,7,11,0,12,1,-1.0,0
2915,9,10,1,8,2,1.0,1
2916,9,4,0,21,0,1.0,0
2917,4,11,0,16,1,-1.0,0
2918,6,10,0,16,1,-1.0,0
2919,4,12,1,20,0,1.0,0
2920,6,16,1,21,0,1.0,0
2921,6,12,1,9,2,1.0,1
2922,K,13,1,13,1,-1.0,0
2923,8,16,0,13,1,-1.0,0
2924,J,13,1,21,0,1.0,0
2925,A,8,0,5,1,-1.0,0
2926,Q,14,0,13,1,-1.0,0
2927,4,2,0,13,1,-1.0,0
2928,J,13,0,19,0,1.0,0
2929,8,11,0,15,1,-1.0,0
2930,6,10,0,18,0,1.0,0
2931,7,19,0,10,3,-1.0,0
2932,A,17,0,17,3,-1.0,0
2933,9,12,0,15,1,-1.0,0
2934,2,9,0,20,0,-1.0,1
2935,K,14,0,17,1,-1.0,0
2936,9,16,0,20,0,1.0,0
2937,K,11,0,14,1,-1.0,0
2938,10,17,0,12,1,-1.0,0
2939,8,14,0,14,4,1.0,1
2940,J,7,1,19,0,1.0,0
2941,Q,12,0,8,1,1.0,1
2942,A,15,0,10,0,-1.0,1
2943,Q,14,0,21,0,1.0,0
2944,K,14,0,11,0,-1.0,1
2945,Q,22,0,17,1,-1.0,0
2946,J,18,0,12,2,-1.0,0
2947,K,22,0,14,0,-1.0,1
2948,A,15,0,6,1,1.0,1
2949,Q,11,0,20,0,-1.0,1
2950,K,17,0,8,2,-1.0,0
2951,A,11,0,16,0,-1.0,1
2952,2,9,1,21,0,1.0,0
2953,9,8,0,12,0,-1.0,1
2954,Q,15,0,9,3,1.0,1
2955,2,0,0,13,1,1.0,1
2956,8,6,0,16,0,-1.0,1
2957,A,15,0,19,0,-1.0,1
2958,6,2,0,14,1,-1.0,0
2959,2,5,0,15,1,-1.0,0
2960,5,13,0,13,2,1.0,1
2961,3,6,1,20,0,1.0,0
2962,5,15,1,12,2,-1.0,0
2963,K,21,0,12,0,-1.0,1
2964,3,12,1,21,0,1.0,0
2965,3,13,1,5,1,1.0,1
2966,10,17,0,17,1,-1.0,0
2967,8,11,0,12,1,-1.0,0
2968,A,18,0,11,0,-1.0,1
2969,10,8,1,20,0,1.0,0
2970,K,14,0,14,1,1.0,1
2971,6,3,1,13,1,1.0,1
2972,4,8,1,19,0,1.0,0
2973,2,2,0,20,0,1.0,0
2974,5,12,1,21,0,1.0,0
2975,A,15,0,13,4,-1.0,0
2976,K,20,0,12,3,1.0,1
2977,6,15,1,13,1,1.0,1
2978,2,4,0,7,1,-1.0,0
2979,J,18,0,12,2,-1.0,0
2980,4,11,1,13,1,-1.0,0
2981,7,10,1,20,0,1.0,0
2982,J,16,0,20,0,1.0,0
2983,8,8,0,11,1,-1.0,0
2984,A,13,0,15,1,-1.0,0
2985,A,11,0,9,1,1.0,1
2986,J,14,0,20,0,1.0,0
2987,4,1,0,10,1,1.0,1
2988,10,18,1,15,2,-1.0,0
2989,6,14,1,13,1,1.0,1
2990,10,19,0,13,1,-1.0,0
2991,6,16,0,15,1,-1.0,0
2992,7,11,0,15,1,-1.0,0
2993,3,6,0,16,1,1.0,1
2994,3,8,0,16,1,-1.0,0
2995,2,4,1,20,0,1.0,0
2996,A,16,0,11,2,-1.0,0
2997,4,10,1,14,2,1.0,1
2998,A,14,0,20,0,1.0,0
2999,7,9,1,16,0,1.0,0
3000,K,7,0,18,0,1.0,0
3001,2,3,0,8,2,1.0,1
3002,10,16,1,16,2,-1.0,0
3003,5,17,0,14,2,-1.0,0
3004,7,11,0,20,0,1.0,0
3005,Q,21,0,12,0,-1.0,1
3006,Q,19,0,9,2,-1.0,0
3007,4,12,1,15,1,1.0,1
3008,J,18,0,17,1,-1.0,0
3009,J,15,0,15,1,1.0,1
3010,A,12,0,9,2,-1.0,0
3011,6,10,1,14,1,-1.0,0
3012,2,1,0,11,1,1.0,1
3013,J,14,0,11,2,-1.0,0
3014,6,9,1,15,1,1.0,1
3015,3,2,0,21,0,1.0,0
3016,9,18,1,19,0,1.0,0
3017,K,21,0,7,2,-1.0,0
3018,2,8,0,12,1,1.0,1
3019,6,14,0,17,0,1.0,0
3020,Q,19,0,9,3,1.0,1
3021,2,11,1,12,1,-1.0,0
3022,3,11,0,13,1,-1.0,0
3023,K,14,0,7,2,-1.0,0
3024,10,18,0,17,0,-1.0,1
3025,10,16,0,11,2,-1.0,0
3026,Q,15,0,21,0,1.0,0
3027,K,13,0,14,3,1.0,1
3028,4,8,1,5,2,1.0,1
3029,A,11,0,8,2,-1.0,0
3030,5,16,1,5,2,-1.0,0
3031,A,18,0,12,4,-1.0,0
3032,2,12,0,20,0,1.0,0
3033,J,13,1,20,0,1.0,0
3034,9,13,1,13,1,1.0,1
3035,2,8,0,15,2,1.0,1
3036,6,5,1,17,0,1.0,0
3037,3,10,0,13,1,1.0,1
3038,5,11,1,17,0,1.0,0
3039,7,12,0,15,2,-1.0,0
3040,7,5,0,14,1,-1.0,0
3041,6,10,1,21,0,1.0,0
3042,10,13,0,14,2,-1.0,0
3043,3,15,1,12,2,-1.0,0
3044,8,19,0,16,1,1.0,1
3045,K,12,1,17,0,1.0,0
3046,A,14,1,21,0,1.0,0
3047,2,5,1,13,1,-1.0,0
3048,3,9,1,21,0,1.0,0
3049,Q,17,0,14,1,-1.0,0
3050,J,17,0,14,1,1.0,1
3051,A,17,0,14,0,-1.0,1
3052,J,10,0,20,0,1.0,0
3053,J,13,0,19,0,1.0,0
3054,3,1,0,11,1,1.0,1
3055,7,11,0,7,2,-1.0,0
3056,A,14,0,13,0,-1.0,1
3057,K,19,0,11,1,1.0,1
3058,K,14,1,8,3,-1.0,0
3059,7,10,0,17,0,-1.0,1
3060,5,15,0,17,0,1.0,0
3061,A,11,1,18,0,1.0,0
3062,J,19,0,16,1,1.0,1
3063,4,10,1,19,0,1.0,0
3064,9,8,0,18,0,-1.0,1
3065,3,11,0,8,1,-1.0,0
3066,Q,13,0,7,3,-1.0,0
3067,10,11,0,13,1,-1.0,0
3068,A,16,0,14,0,-1.0,1
3069,K,12,0,18,0,1.0,0
3070,A,7,0,20,0,-1.0,1
3071,6,3,0,13,1,-1.0,0
3072,4,17,0,7,1,1.0,1
3073,7,14,0,13,1,-1.0,0
3074,6,10,0,6,2,-1.0,0
3075,2,11,0,16,1,-1.0,0
3076,3,13,0,18,1,-1.0,0
3077,A,19,0,16,0,-1.0,1
3078,8,15,0,18,0,1.0,0
3079,7,14,0,15,2,-1.0,0
3080,5,11,0,17,0,-1.0,1
3081,K,14,0,12,1,-1.0,0
3082,6,12,0,12,1,-1.0,0
3083,6,2,0,18,0,1.0,0
3084,7,11,0,12,1,-1.0,0
3085,5,7,1,14,1,1.0,1
3086,A,18,1,17,4,-1.0,0
3087,8,11,0,13,2,1.0,1
3088,2,13,0,13,2,-1.0,0
3089,6,15,1,11,2,-1.0,0
3090,Q,15,0,12,1,-1.0,0
3091,J,18,0,21,0,1.0,0
3092,8,15,0,11,1,1.0,1
3093,5,4,0,12,1,1.0,1
3094,10,17,0,20,0,-1.0,1
3095,10,15,0,15,1,1.0,1
3096,9,6,0,13,0,-1.0,1
3097,A,14,0,18,1,1.0,1
3098,8,8,1,7,1,1.0,1
3099,J,13,0,15,1,-1.0,0
3100,A,23,0,20,0,-1.0,1
3101,K,21,0,12,2,1.0,1
3102,9,16,1,21,0,1.0,0
3103,Q,13,0,14,1,-1.0,0
3104,2,8,0,13,2,-1.0,0
3105,7,15,1,19,0,1.0,0
3106,4,4,1,12,3,1.0,1
3107,8,16,0,9,1,1.0,1
3108,K,16,0,9,3,1.0,1
3109,Q,16,0,20,0,1.0,0
3110,4,9,0,13,2,-1.0,0
3111,2,2,0,15,1,-1.0,0
3112,A,14,0,20,0,1.0,0
3113,3,-2,1,16,1,1.0,1
3114,6,11,0,5,4,1.0,1
3115,J,21,0,14,2,-1.0,0
3116,7,17,0,16,1,-1.0,0
3117,Q,19,0,12,4,-1.0,0
3118,2,9,0,12,1,1.0,1
3119,K,15,0,17,1,-1.0,0
3120,8,14,0,12,1,1.0,1
3121,10,16,0,17,1,-1.0,0
3122,J,9,1,12,1,-1.0,0
3123,5,10,0,19,0,-1.0,1
3124,3,6,0,21,0,1.0,0
3125,5,4,0,15,1,-1.0,0
3126,3,6,1,20,0,1.0,0
3127,2,6,1,17,1,-1.0,0
3128,6,17,0,20,0,-1.0,1
3129,6,18,0,13,1,1.0,1
3130,6,13,0,19,0,1.0,0
3131,9,11,0,20,0,-1.0,1
3132,3,11,0,6,2,-1.0,0
3133,K,13,1,18,0,1.0,0
3134,10,12,0,21,0,1.0,0
3135,10,13,1,12,1,-1.0,0
3136,2,1,1,20,0,1.0,0
3137,5,9,1,13,1,1.0,1
3138,6,3,0,20,0,1.0,0
3139,9,13,0,10,2,1.0,1
3140,8,8,1,18,0,1.0,0
3141,5,8,0,11,1,1.0,1
3142,6,10,1,20,0,1.0,0
3143,6,13,0,12,1,-1.0,0
3144,7,11,1,19,0,1.0,0
3145,7,18,0,6,1,1.0,1
3146,A,15,0,20,0,1.0,0
3147,9,15,0,13,2,-1.0,0
3148,A,13,1,13,1,1.0,1
3149,7,7,0,15,1,-1.0,0
3150,K,15,0,4,2,1.0,1
3151,3,2,1,14,1,-1.0,0
3152,6,11,1,11,2,-1.0,0
3153,5,10,0,16,1,-1.0,0
3154,6,5,0,16,0,-1.0,1
3155,6,2,0,15,1,1.0,1
3156,10,17,1,21,0,1.0,0
3157,3,15,1,7,2,1.0,1
3158,K,15,0,13,2,-1.0,0
3159,A,11,0,12,1,-1.0,0
3160,5,10,0,18,0,-1.0,1
3161,6,14,1,21,0,1.0,0
3162,10,17,0,4,3,1.0,1
3163,9,15,0,12,3,-1.0,0
3164,3,9,1,17,1,-1.0,0
3165,3,8,1,17,1,-1.0,0
3166,3,8,1,17,1,1.0,1
3167,6,5,0,8,1,-1.0,0
3168,5,6,1,21,0,1.0,0
3169,2,8,0,10,2,-1.0,0
3170,A,16,1,12,2,-1.0,0
3171,J,20,0,18,1,-1.0,0
3172,7,12,0,20,0,1.0,0
3173,8,11,1,18,0,1.0,0
3174,K,17,0,11,2,1.0,1
3175,8,13,0,15,1,-1.0,0
3176,4,11,0,18,0,1.0,0
3177,5,12,0,16,1,-1.0,0
3178,2,6,1,18,0,1.0,0
3179,7,11,1,9,2,1.0,1
3180,6,10,1,20,0,1.0,0
3181,J,7,0,18,0,-1.0,1
3182,5,8,1,12,1,1.0,1
3183,8,20,0,13,1,1.0,1
3184,Q,21,0,15,2,1.0,1
3185,8,19,0,14,1,-1.0,0
3186,7,9,0,16,0,-1.0,1
3187,A,12,0,11,1,-1.0,0
3188,10,14,0,20,0,1.0,0
3189,2,8,1,15,1,-1.0,0
3190,10,12,0,20,0,1.0,0
3191,7,12,1,9,1,1.0,1
3192,2,0,0,20,0,1.0,0
3193,Q,14,0,17,1,-1.0,0
3194,8,13,0,7,1,1.0,1
3195,Q,14,0,11,1,1.0,1
3196,10,11,0,19,0,1.0,0
3197,7,14,0,17,1,-1.0,0
3198,K,16,0,13,2,-1.0,0
3199,10,16,0,14,2,1.0,1
3200,J,21,0,5,0,-1.0,1
3201,A,11,0,18,0,-1.0,1
3202,5,13,1,15,1,-1.0,0
3203,8,17,0,16,1,1.0,1
3204,10,15,0,19,1,-1.0,0
3205,Q,9,1,14,0,1.0,0
3206,2,6,0,12,1,-1.0,0
3207,10,7,1,10,1,1.0,1
3208,2,0,0,8,1,-1.0,0
3209,6,7,1,14,1,1.0,1
3210,6,7,1,17,0,1.0,0
3211,2,8,0,9,2,-1.0,0
3212,2,9,1,17,2,-1.0,0
3213,J,21,0,19,0,-1.0,1
3214,6,16,0,11,1,1.0,1
3215,4,14,0,16,1,-1.0,0
3216,4,11,0,18,0,-1.0,1
3217,3,8,0,8,1,-1.0,0
3218,7,7,1,17,0,1.0,0
3219,3,8,0,9,1,-1.0,0
3220,A,11,0,20,0,1.0,0
3221,K,15,0,6,3,-1.0,0
3222,J,14,0,11,2,-1.0,0
3223,5,10,1,20,0,1.0,0
3224,6,4,1,9,2,1.0,1
3225,K,14,1,19,0,1.0,0
3226,Q,19,0,14,2,1.0,1
3227,4,8,1,8,1,1.0,1
3228,2,12,1,9,1,1.0,1
3229,10,19,0,18,3,-1.0,0
3230,7,15,0,13,2,-1.0,0
3231,3,5,0,21,0,1.0,0
3232,8,16,0,14,2,-1.0,0
3233,5,11,1,15,1,1.0,1
3234,J,16,0,16,1,-1.0,0
3235,7,9,0,12,1,-1.0,0
3236,5,9,0,14,1,-1.0,0
3237,10,12,0,15,1,1.0,1
3238,6,7,1,8,1,1.0,1
3239,K,20,0,14,2,-1.0,0
3240,7,10,1,18,0,1.0,0
3241,A,22,0,12,0,-1.0,1
3242,10,12,1,10,1,1.0,1
3243,2,11,0,12,3,-1.0,0
3244,A,14,0,16,1,-1.0,0
3245,6,9,0,20,0,1.0,0
3246,A,15,0,15,1,1.0,1
3247,10,16,0,11,1,1.0,1
3248,10,9,1,17,0,1.0,0
3249,2,6,0,13,2,-1.0,0
3250,4,7,1,11,2,-1.0,0
3251,9,13,0,17,1,-1.0,0
3252,10,11,0,18,0,1.0,0
3253,8,21,0,18,1,-1.0,0
3254,K,22,0,13,0,-1.0,1
3255,7,18,0,18,0,1.0,0
3256,7,13,0,20,0,1.0,0
3257,5,13,0,10,3,-1.0,0
3258,6,9,1,19,0,1.0,0
3259,7,16,0,14,1,1.0,1
3260,3,9,0,20,0,1.0,0
3261,3,4,0,20,0,1.0,0
3262,K,8,0,16,0,-1.0,1
3263,5,10,1,12,1,-1.0,0
3264,6,5,0,12,1,-1.0,0
3265,2,6,0,20,0,-1.0,1
3266,7,11,0,10,1,1.0,1
3267,4,4,1,9,2,-1.0,0
3268,A,23,0,14,0,-1.0,1
3269,2,13,0,17,1,-1.0,0
3270,4,11,0,14,1,-1.0,0
3271,3,6,0,15,1,-1.0,0
3272,K,11,0,16,0,-1.0,1
3273,5,14,0,20,0,1.0,0
3274,K,19,0,14,0,-1.0,1
3275,K,16,0,20,0,1.0,0
3276,A,16,0,9,2,-1.0,0
3277,A,17,0,12,0,-1.0,1
3278,2,8,0,15,1,1.0,1
3279,4,4,0,11,1,1.0,1
3280,6,8,1,17,0,1.0,0
3281,6,6,0,15,1,-1.0,0
3282,A,6,0,11,1,1.0,1
3283,6,18,1,10,1,1.0,1
3284,4,11,0,20,0,1.0,0
3285,5,9,0,19,0,-1.0,1
3286,9,19,0,20,0,1.0,0
3287,3,12,0,21,0,1.0,0
3288,3,5,0,13,1,-1.0,0
3289,3,9,0,19,0,-1.0,1
3290,8,16,0,9,1,1.0,1
3291,6,8,0,20,0,1.0,0
3292,8,10,0,13,1,-1.0,0
3293,9,8,0,11,1,-1.0,0
3294,5,11,0,16,1,-1.0,0
3295,5,6,1,20,0,1.0,0
3296,3,6,1,20,0,1.0,0
3297,3,15,1,14,1,-1.0,0
3298,3,14,1,13,2,-1.0,0
3299,9,13,1,13,1,-1.0,0
3300,2,11,0,7,2,-1.0,0
3301,K,11,0,18,0,-1.0,1
3302,4,5,0,12,2,-1.0,0
3303,9,15,0,8,2,-1.0,0
3304,8,13,0,16,1,-1.0,0
3305,4,5,0,10,2,-1.0,0
3306,K,11,1,18,0,1.0,0
3307,A,11,0,19,0,1.0,0
3308,6,10,1,13,1,-1.0,0
3309,A,15,0,21,0,1.0,0
3310,10,12,0,15,1,-1.0,0
3311,5,15,0,13,1,1.0,1
3312,Q,17,1,14,2,-1.0,0
3313,6,9,1,7,1,1.0,1
3314,3,10,0,16,1,-1.0,0
3315,8,18,0,12,2,1.0,1
3316,5,9,0,16,1,-1.0,0
3317,10,12,0,19,0,1.0,0
3318,5,10,1,7,1,1.0,1
3319,4,6,0,9,1,1.0,1
3320,6,13,0,17,0,1.0,0
3321,3,2,1,8,2,1.0,1
3322,8,12,0,15,3,-1.0,0
3323,A,10,1,9,1,1.0,1
3324,J,12,0,13,1,-1.0,0
3325,5,12,0,16,1,-1.0,0
3326,K,21,0,14,1,-1.0,0
3327,J,13,1,13,2,-1.0,0
3328,5,9,0,15,3,-1.0,0
3329,3,5,1,14,2,-1.0,0
3330,5,10,0,20,0,1.0,0
3331,A,19,0,18,0,-1.0,1
3332,9,16,0,18,1,-1.0,0
3333,2,8,1,7,1,1.0,1
3334,5,11,0,17,0,-1.0,1
3335,A,12,0,14,1,-1.0,0
3336,2,6,1,12,1,-1.0,0
3337,2,5,0,9,2,-1.0,0
3338,A,14,0,9,0,-1.0,1
3339,5,18,0,20,0,1.0,0
3340,10,18,0,20,0,1.0,0
3341,5,13,0,16,1,1.0,1
3342,5,7,0,17,1,-1.0,0
3343,3,9,0,16,1,-1.0,0
3344,3,6,0,21,0,1.0,0
3345,2,5,0,19,0,1.0,0
3346,2,9,1,16,1,-1.0,0
3347,J,18,0,16,0,-1.0,1
3348,9,11,1,15,1,1.0,1
3349,6,11,0,19,0,-1.0,1
3350,7,8,0,17,0,-1.0,1
3351,4,7,1,14,1,1.0,1
3352,4,4,0,12,1,-1.0,0
3353,K,18,1,10,1,1.0,1
3354,Q,13,1,19,0,1.0,0
3355,Q,20,0,14,1,-1.0,0
3356,5,8,0,16,1,-1.0,0
3357,2,8,0,5,2,1.0,1
3358,9,10,1,9,1,1.0,1
3359,9,17,0,4,2,-1.0,0
3360,6,10,1,10,1,1.0,1
3361,8,7,1,12,0,1.0,0
3362,3,9,0,17,1,-1.0,0
3363,8,13,0,15,1,1.0,1
3364,K,14,0,13,1,-1.0,0
3365,Q,12,0,8,1,1.0,1
3366,9,7,1,13,0,1.0,0
3367,Q,21,0,6,2,-1.0,0
3368,Q,14,0,17,1,1.0,1
3369,10,20,0,18,1,-1.0,0
3370,6,11,0,13,1,-1.0,0
3371,9,18,0,20,0,1.0,0
3372,2,9,0,6,2,-1.0,0
3373,Q,12,1,8,1,1.0,1
3374,10,9,1,14,0,1.0,0
3375,2,9,0,16,1,-1.0,0
3376,10,14,0,19,0,1.0,0
3377,8,14,0,18,0,-1.0,1
3378,7,11,0,15,1,1.0,1
3379,9,13,0,19,0,1.0,0
3380,5,2,0,19,0,-1.0,1
3381,K,18,0,18,1,-1.0,0
3382,10,13,1,14,2,-1.0,0
3383,K,22,0,21,0,1.0,0
3384,J,20,0,15,1,-1.0,0
3385,10,13,0,9,1,1.0,1
3386,K,18,0,7,2,-1.0,0
3387,9,13,1,20,0,1.0,0
3388,5,6,0,14,1,-1.0,0
3389,8,11,0,10,1,1.0,1
3390,5,11,0,15,1,-1.0,0
3391,J,16,0,12,0,-1.0,1
3392,4,3,0,12,2,-1.0,0
3393,6,8,0,10,1,-1.0,0
3394,8,10,0,15,2,1.0,1
3395,7,19,0,13,2,-1.0,0
3396,J,21,0,15,2,-1.0,0
3397,J,16,1,11,1,1.0,1
3398,8,16,1,11,1,1.0,1
3399,A,17,0,14,3,-1.0,0
3400,10,18,0,18,1,-1.0,0
3401,5,9,0,18,0,1.0,0
3402,Q,17,0,20,0,1.0,0
3403,2,3,1,19,0,1.0,0
3404,4,10,0,11,1,1.0,1
3405,K,7,0,14,0,-1.0,1
3406,3,5,0,19,0,1.0,0
3407,4,8,0,13,1,-1.0,0
3408,9,13,1,13,2,-1.0,0
3409,A,19,0,14,2,-1.0,0
3410,6,17,0,20,0,1.0,0
3411,2,9,0,7,2,-1.0,0
3412,9,18,0,19,0,1.0,0
3413,K,17,0,20,0,1.0,0
3414,J,14,1,17,1,-1.0,0
3415,9,16,0,13,1,-1.0,0
3416,Q,9,1,18,0,1.0,0
3417,2,8,1,15,1,-1.0,0
3418,J,14,0,18,1,-1.0,0
3419,2,-2,0,20,0,1.0,0
3420,Q,6,0,15,0,-1.0,1
3421,8,8,1,4,1,1.0,1
3422,Q,20,0,13,2,-1.0,0
3423,4,9,0,20,0,1.0,0
3424,8,18,0,9,1,1.0,1
3425,A,21,0,18,0,-1.0,1
3426,5,14,1,10,1,1.0,1
3427,5,12,1,19,0,1.0,0
3428,J,12,1,10,2,-1.0,0
3429,7,11,1,10,1,1.0,1
3430,J,16,0,16,3,-1.0,0
3431,6,10,0,12,1,-1.0,0
3432,9,7,1,18,0,1.0,0
3433,A,16,0,5,0,-1.0,1
3434,8,5,1,16,0,1.0,0
3435,6,7,0,8,1,-1.0,0
3436,10,5,0,15,0,-1.0,1
3437,J,17,1,18,2,1.0,1
3438,Q,17,0,18,3,-1.0,0
3439,6,16,1,20,0,1.0,0
3440,3,4,1,16,1,1.0,1
3441,8,17,0,12,2,-1.0,0
3442,5,11,1,21,0,1.0,0
3443,10,17,0,13,1,-1.0,0
3444,3,1,1,11,1,1.0,1
3445,4,6,0,15,1,-1.0,0
3446,2,7,0,20,0,1.0,0
3447,3,5,0,17,2,-1.0,0
3448,A,11,0,12,1,1.0,1
3449,K,11,0,20,0,1.0,0
3450,3,15,1,17,1,1.0,1
3451,4,11,1,17,1,-1.0,0
3452,4,12,1,15,1,-1.0,0
3453,3,11,0,15,1,-1.0,0
3454,7,14,0,20,0,1.0,0
3455,5,12,1,15,1,-1.0,0
3456,K,16,0,20,0,1.0,0
3457,K,15,0,20,0,1.0,0
3458,Q,16,0,21,0,1.0,0
3459,9,13,0,18,0,1.0,0
3460,K,8,1,12,0,1.0,0
3461,2,-2,0,15,3,1.0,1
3462,4,6,0,7,3,1.0,1
3463,10,9,0,21,0,1.0,0
3464,6,17,0,21,0,1.0,0
3465,5,14,0,17,0,-1.0,1
3466,8,15,0,9,1,-1.0,0
3467,10,15,1,11,2,-1.0,0
3468,6,15,1,15,1,-1.0,0
3469,8,16,0,12,1,1.0,1
3470,10,18,0,6,2,-1.0,0
3471,7,14,0,14,2,1.0,1
3472,7,13,0,8,2,-1.0,0
3473,2,5,0,20,0,1.0,0
3474,2,1,0,13,3,-1.0,0
3475,10,12,0,13,1,1.0,1
3476,7,11,0,8,1,1.0,1
3477,J,5,1,15,0,1.0,0
3478,2,14,1,13,2,1.0,1
3479,K,15,1,13,2,1.0,1
3480,8,15,0,11,2,-1.0,0
3481,3,8,0,20,0,1.0,0
3482,10,12,0,11,1,1.0,1
3483,8,16,0,10,3,-1.0,0
3484,10,14,0,20,0,1.0,0
3485,8,15,0,19,0,1.0,0
3486,A,17,0,12,0,-1.0,1
3487,3,2,0,15,1,-1.0,0
3488,Q,15,0,18,1,-1.0,0
3489,6,10,1,19,0,1.0,0
3490,K,9,1,14,0,1.0,0
3491,7,6,1,12,1,-1.0,0
3492,K,15,1,17,1,-1.0,0
3493,3,10,1,13,1,-1.0,0
3494,8,15,1,20,0,1.0,0
3495,J,14,1,9,2,-1.0,0
3496,9,17,0,12,1,1.0,1
3497,8,12,1,12,2,-1.0,0
3498,4,12,0,16,1,-1.0,0
3499,7,14,0,19,0,1.0,0
3500,9,15,0,15,2,-1.0,0
3501,J,15,0,13,1,-1.0,0
3502,K,14,0,13,2,-1.0,0
3503,4,6,1,14,1,-1.0,0
3504,K,9,1,14,0,1.0,0
3505,7,19,0,20,0,1.0,0
3506,A,18,0,16,1,1.0,1
3507,5,13,0,14,1,1.0,1
3508,9,19,0,20,0,1.0,0
3509,J,11,1,12,1,1.0,1
3510,3,5,1,17,1,-1.0,0
3511,Q,16,0,17,2,-1.0,0
3512,2,4,0,12,2,-1.0,0
3513,K,12,1,14,1,1.0,1
3514,J,17,0,13,0,-1.0,1
3515,Q,7,0,15,0,-1.0,1
3516,2,0,0,15,1,1.0,1
3517,3,7,1,9,3,-1.0,0
3518,A,14,0,21,0,1.0,0
3519,2,10,1,21,0,1.0,0
3520,9,21,0,15,1,-1.0,0
3521,5,8,0,5,2,-1.0,0
3522,J,12,1,9,2,-1.0,0
3523,7,9,0,16,0,-1.0,1
3524,5,13,0,17,0,1.0,0
3525,K,10,0,21,0,1.0,0
3526,J,11,1,15,1,1.0,1
3527,10,9,1,21,0,1.0,0
3528,3,9,1,17,2,-1.0,0
3529,Q,13,0,16,1,-1.0,0
3530,A,8,0,9,1,-1.0,0
3531,K,12,0,7,2,1.0,1
3532,7,10,0,15,1,-1.0,0
3533,4,9,0,11,2,-1.0,0
3534,K,21,0,17,1,-1.0,0
3535,Q,20,0,21,0,1.0,0
3536,K,15,0,9,2,-1.0,0
3537,8,17,0,14,1,-1.0,0
3538,K,11,1,17,0,1.0,0
3539,6,12,1,21,0,1.0,0
3540,5,7,0,13,1,-1.0,0
3541,5,12,0,16,1,-1.0,0
3542,Q,11,0,20,0,-1.0,1
3543,A,14,0,17,1,1.0,1
3544,4,0,0,12,1,-1.0,0
3545,9,8,1,14,0,1.0,0
3546,9,10,0,12,2,1.0,1
3547,Q,18,0,14,2,-1.0,0
3548,4,9,0,20,0,1.0,0
3549,K,20,0,14,1,-1.0,0
3550,5,13,1,16,1,-1.0,0
3551,Q,18,0,12,2,-1.0,0
3552,J,18,0,20,0,1.0,0
3553,3,3,0,20,0,1.0,0
3554,5,12,1,13,1,1.0,1
3555,Q,12,1,16,1,1.0,1
3556,4,5,0,13,1,-1.0,0
3557,5,4,1,15,1,-1.0,0
3558,A,7,0,16,0,-1.0,1
3559,7,7,0,13,3,-1.0,0
3560,8,11,0,19,0,1.0,0
3561,K,14,1,19,0,1.0,0
3562,7,17,1,17,1,-1.0,0
3563,8,15,1,16,1,-1.0,0
3564,5,15,0,21,0,1.0,0
3565,6,15,0,12,4,-1.0,0
3566,3,12,1,13,2,-1.0,0
3567,7,12,0,6,2,-1.0,0
3568,7,14,0,14,2,-1.0,0
3569,3,3,0,4,2,-1.0,0
3570,10,10,1,19,0,1.0,0
3571,A,13,0,14,2,1.0,1
3572,8,13,0,14,1,-1.0,0
3573,5,6,0,8,2,1.0,1
3574,5,0,0,8,1,1.0,1
3575,7,16,1,11,2,-1.0,0
3576,K,19,0,17,1,-1.0,0
3577,J,16,1,7,2,-1.0,0
3578,J,20,0,14,2,-1.0,0
3579,K,18,0,20,0,1.0,0
3580,Q,10,0,14,1,1.0,1
3581,J,16,0,8,3,1.0,1
3582,4,5,1,11,2,-1.0,0
3583,6,11,1,12,3,1.0,1
3584,8,11,0,18,0,-1.0,1
3585,3,6,1,12,2,1.0,1
3586,10,11,0,14,1,1.0,1
3587,2,-2,0,13,1,-1.0,0
3588,K,22,0,13,2,-1.0,0
3589,A,22,0,15,0,-1.0,1
3590,2,12,0,11,2,1.0,1
3591,A,12,1,17,0,1.0,0
3592,J,18,0,11,2,-1.0,0
3593,Q,20,0,16,0,-1.0,1
3594,A,12,0,18,0,-1.0,1
3595,6,12,0,15,1,1.0,1
3596,4,3,0,20,0,1.0,0
3597,3,7,1,16,1,-1.0,0
3598,8,10,1,10,2,1.0,1
3599,7,6,0,14,1,-1.0,0
3600,A,14,0,16,1,-1.0,0
3601,3,3,0,14,2,1.0,1
3602,K,18,1,20,0,1.0,0
3603,K,21,0,14,1,-1.0,0
3604,6,16,0,18,0,1.0,0
3605,5,15,0,9,2,-1.0,0
